Manufacturer,Regulatory Class,Vehicle Type,Model Year,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,.Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
Kia,All,All,1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1993,31.69,26.13454,23.4273,29.54129,340.048,379.3437,300.83319,2750,-,98,82,13.2787,0.836735,0.029818,35.935,1,0,0,0,0,1,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,1,-,0,4,0
Kia,All,All,1994,32.88474,26.9255,24.35005,30.0073,330.05882,364.96853,296.16126,2750,-,98,88,12.0647,0.897959,0.032,37.10781,1,0,0,0.481,0,0.519,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,1,-,0,4.5,0
Kia,All,All,1995,28.34415,23.26381,20.66898,26.42303,382.00968,429.96793,336.33544,3005.664,-,108.5225,102.5787,12.0055,0.945665,0.034389,35.06163,0.669,0.331,0,0.447,0,0.553,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.831,-,0,4.4,0
Kia,All,All,1996,27.31919,22.36333,19.79343,25.43496,397.39156,448.98728,349.40094,2931.542,-,113.9427,123.3562,10.8189,1.082937,0.042405,32.83462,0.758,0.191,0.051,0.329,0,0.671,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Kia,All,All,1997,27.84383,22.66898,20.11556,25.62064,392.03352,441.79731,346.86873,3016.202,-,114.9626,124.127,10.9481,1.080121,0.041542,34.27875,0.645,0.217,0.138,0.351,0,0.649,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.4,0
Kia,All,All,1998,28.03538,22.77765,19.98123,26.00826,390.1632,444.76742,341.69918,3024.373,-,113.7558,126.8292,11.2401,1.117078,0.042414,34.43625,0.634,0.252,0.114,0.249,0,0.751,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.2,0
Kia,All,All,1999,27.81784,22.50627,19.74499,25.61015,394.86772,450.08878,347.01082,3050.784,-,114.2136,127.0052,11.2601,1.114218,0.042121,34.32418,0.599,0.264,0.137,0.253,0,0.747,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Kia,All,All,2000,26.89663,21.72184,18.94651,24.79854,409.12741,469.05735,358.36793,3047.764,-,114.1613,126.9851,10.7539,1.114545,0.042155,33.12918,0.603,0.204,0.193,0.244,0,0.756,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0,0,4.2,0
Kia,All,All,2001,27.85787,22.35927,19.53101,25.40111,397.46384,455.02002,349.86654,2972.226,-,111.9623,121.0073,10.8147,1.082043,0.040858,33.26107,0.73,0.142,0.128,0.228,0,0.772,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0,0,4.2,0
Kia,All,All,2002,25.74201,20.66447,17.9526,23.53889,430.06177,495.02572,377.54534,3483.062,-,132.4585,135.8679,11.1699,1.047681,0.038934,35.78715,0.815,0.089,0.096,0.165,0,0.835,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0,0,4.4,0
Kia,All,All,2003,24.78173,19.93507,17.01904,23.0582,445.79729,522.17978,385.41611,3720.522,-,153.217,151.3231,10.6141,1.020512,0.040692,36.91382,0.816,0.099,0.085,0.118,0,0.882,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0,0,4.3,0
Kia,All,All,2004,25.07219,20.18399,16.91109,23.73155,440.29936,525.5132,374.48032,3822.249,-,165.1758,160.0195,10.3438,0.989118,0.0419,38.46417,0.823,0.093,0.084,0.098,0,0.902,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.251,0,4.4,0
Kia,All,All,2005,24.39564,19.63857,16.30119,23.22571,452.52792,545.17493,382.63631,4004.677,-,174.0148,167.9475,10.1896,0.984717,0.042108,39.18198,0.77,0.123,0.107,0.077,0,0.923,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.272,0,4.6,0
Kia,All,All,2006,27.02624,21.59427,18.07353,25.31434,411.54439,491.71367,351.06581,3698.06,-,163.3569,169.3308,9.8853,1.052374,0.045389,40.10591,0.775,0.12,0.105,0.091,0,0.909,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.535,0,4.5,0
Kia,All,All,2007,28.29033,22.49439,18.9832,26.14208,395.07633,468.15068,339.95006,3685.615,-,162.6332,179.056,9.7278,1.105358,0.047694,41.48523,0.852,0.086,0.062,0.049,0,0.951,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.18,0,4.5,0
Kia,All,All,2008,28.81114,22.88472,19.31668,26.5899,388.33764,460.06878,334.22468,3647.296,45.65677,156.2482,174.5222,9.8512,1.118082,0.047039,41.76684,0.813,0.096,0.091,0.06,0,0.94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.254,0,4.6,0
Kia,All,All,2009,30.66293,24.18877,20.65067,27.77923,367.40187,430.34926,319.91524,3481.254,44.86203,146.0295,166.897,9.7434,1.140359,0.047025,42.1481,0.832,0.098,0.069,0.051,0,0.949,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.385,0,4.4,0
Kia,All,All,2010,34.52622,26.96651,23.23753,30.68065,329.55694,382.44171,289.66141,3168.509,44.59024,132.1139,157.1743,9.4839,1.196505,0.049438,42.74988,0.976,0.024,0,0.083,0,0.917,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.974,0,4.3,0
Kia,All,All,2011,33.009,25.64108,22.14857,29.10306,346.59223,401.24484,305.36306,3563.477,45.92225,147.0846,185.7368,8.9916,1.261192,0.05172,45.61515,0.834,0.166,0,0.046,0.007,0.947,0,0,0,0.139,0.861,0,0,0,0,0,0,0,0.007,0.993,0.031,-,0,1,1,0,5.5,0
Kia,All,All,2012,33.69827,26.23225,22.50879,29.9726,338.78152,394.82356,296.50418,3490.203,46.19375,142.344,190.9926,8.5126,1.355597,0.054437,45.89767,0.898,0.102,0,0.033,0.026,0.941,0,0,0,0.432,0.568,0,0,0,0,0,0,0,0.026,0.974,0.053,0,0,1,1,0,6,0
Kia,All,All,2013,35.12625,27.24594,23.40277,31.09857,326.177,379.74145,285.76873,3361.152,45.54752,133.0634,183.2497,8.514,1.389708,0.054248,45.96778,0.917,0.083,0,0.031,0.026,0.943,0,0,0,0.62,0.38,0,0,0,0,0,0,0,0.026,0.974,0.063,0.017,0,1,1,0,6,0
Kia,All,All,2014,33.00593,25.66228,21.90255,29.47979,346.3059,405.75181,301.46075,3438.415,46.06757,136.4282,186.5823,8.5823,1.372142,0.053798,44.19947,0.893,0.107,0,0.021,0.018,0.96,0,0,0,0.867,0.133,0,0,0,0,0,0,0,0.018,0.982,0.029,0.001,0,1,1,0,6,0
Kia,All,All,2015,33.39738,26.06393,22.11238,30.12514,340.84997,401.79973,294.87032,3453.195,46.65471,137.567,187.4736,8.5362,1.368684,0.053774,45.25921,0.91,0.084,0.006,0.024,0.018,0.958,0,0,0,0.89,0.109,0,0.001,0,0.001,0,0,0,0.016,0.982,0.034,0.003,0,0.999,0.999,0.006,6,0
Kia,All,All,2016,33.70247,26.23074,22.39154,30.12761,338.46407,396.60336,294.60461,3507.865,47.0806,137.1874,187.4667,8.6659,1.374034,0.052832,46.47789,0.878,0.121,0.001,0.025,0.019,0.955,0,0,0,0.882,0.114,0,0.004,0,0.004,0,0,0,0.007,0.989,0.054,0.003,0,0.996,0.996,0.009,6,0
Kia,All,All,2017,34.73976,27.14083,23.39867,30.86463,327.06288,379.41969,287.56563,3592.416,47.2053,140.9704,185.6254,8.7508,1.312054,0.051076,50.08665,0.812,0.187,0.001,0.014,0.069,0.917,0,0,0,0.81,0.187,0,0.003,0,0.003,0.003,0,0,0.055,0.939,0.045,0,0,0.997,0.997,0.024,6,0
Kia,All,All,2018,35.57342,27.78682,23.94066,31.61887,319.4265,370.70183,280.74511,3521.023,46.86244,137.0983,182.2523,8.7174,1.325963,0.051152,50.11171,0.828,0.155,0.017,0.01,0.074,0.916,0,0,0,0.842,0.156,0,0.001,0,0.001,0.007,0,0,0.047,0.945,0.079,0.036,0,0.999,0.999,0.059,6.1,0
Kia,All,All,2019,36.18146,28.06764,24.40846,31.64667,315.65341,363.03146,279.91207,3585.174,47.04353,140.6462,185.5888,8.6519,1.313021,0.051109,52.41506,0.813,0.174,0.013,0.007,0.082,0.745,0,0,0,0.823,0.17,0,0.007,0,0.007,0.01,0,0,0.045,0.938,0.061,0.026,0,0.993,0.993,0.195,6.4,0.166
Kia,All,All,2020,35.51865,27.30908,23.88361,30.62231,324.42468,371.06854,289.2372,3646.197,47.2011,148.5159,194.8017,8.4784,1.314015,0.052633,51.59387,0.755,0.229,0.016,0.012,0.075,0.6,0,0,0,0.669,0.322,0,0.009,0,0.009,0.007,0,0,0.022,0.961,0.092,0.28,0,0.991,0.991,0.266,6.7,0.313
Mazda,All,All,1975,17.09081,14.57325,13.238,16.62247,609.81588,671.32513,534.6379,2823.151,-,136.5742,114.8201,-,0.843395,0.040232,20.9971,0,0,1,0.622,0.378,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Mazda,All,All,1976,21.31001,18.16984,16.50185,20.73097,489.10712,538.54566,428.68223,2873.4,-,132.7298,114.2336,-,0.875078,0.039244,26.76793,0,0,1,0.566,0.434,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Mazda,All,All,1977,28.77104,24.48623,22.74488,27.01403,362.93868,390.72535,328.97721,2571.994,-,104.4387,80.8085,-,0.759277,0.030329,32.46213,0,0,1,0.819,0.181,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Mazda,All,All,1978,35.27035,29.94373,28.67911,31.64948,296.78997,309.87714,280.79453,2312.338,-,82.1512,54.8682,17.9693,0.6642,0.023586,35.01039,0,0,1,0.766,0.234,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Mazda,All,All,1979,25.80818,22.00559,19.9896,25.09945,403.85189,444.58123,354.07157,2573.831,-,113.2304,90.8601,14.8874,0.789178,0.03485,29.28336,0,0,1,0.811,0.189,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.3,0
Mazda,All,All,1980,26.2154,22.34188,20.39223,25.29806,397.77313,435.80334,351.29176,2577.98,-,112.7953,78.2319,16.1496,0.69923,0.03026,29.61006,0,0,1,0.801,0.199,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.4,0
Mazda,All,All,1981,31.06026,26.4149,24.75635,28.77073,336.43888,358.97862,308.8903,2493.167,-,112.3233,76.496,15.9399,0.686243,0.030995,33.43844,0.32,0,0.68,0.804,0.196,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.5,0
Mazda,All,All,1982,29.6748,25.24183,23.59559,27.59494,353.42358,378.03884,323.33825,2578.014,-,117.0284,77.9574,17.1832,0.669896,0.030479,33.30684,0.256,0,0.744,0.79,0.21,0,0,0,0.969,-,0,0,0,0.031,0,0,0,0,0,0.969,-,-,0,-,-,0,4.5,0
Mazda,All,All,1983,29.3509,24.99625,23.03706,27.89586,356.18559,386.44154,319.2061,2614.28,-,119.5777,81.7694,15.288,0.686086,0.03155,33.77016,0.415,0,0.585,0.837,0.163,0,0,0,0.985,-,0,0,0,0.015,0,0,0,0,0,0.985,-,-,0,-,-,0,4.6,0
Mazda,All,All,1984,29.86513,25.43518,23.43224,28.40246,349.90853,379.79354,313.38241,2701.564,-,118.9754,80.7673,15.7256,0.679952,0.030088,35.03528,0.381,0,0.619,0.808,0.181,0.011,0,0,0.96,-,0,0.028,0,0.012,0,0,0,0,0,0.988,-,-,0,-,-,0,4.6,0
Mazda,All,All,1985,29.67281,25.28988,23.09452,28.6144,351.59434,385.01154,310.75109,2546.579,-,118.0271,84.6409,14.5039,0.718543,0.033217,33.40245,0.724,0,0.276,0.68,0.285,0.034,0,0,0.956,-,0.039,0,0,0.006,0,0,0,0,0,0.994,-,-,0,-,-,0,4.4,0
Mazda,All,All,1986,28.65388,24.33757,22.09452,27.68426,365.15555,402.2265,321.01273,2827.823,-,121.8091,92.5196,14.0145,0.756824,0.032844,34.66141,0.427,0,0.573,0.8,0.178,0.022,0,0,0.447,-,0.553,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.6,0
Mazda,All,All,1987,27.68803,23.43577,21.17488,26.75125,379.2066,419.69534,332.20881,2881.895,-,126.2459,94.8894,14.1326,0.751349,0.03301,34.08481,0.397,0.058,0.546,0.766,0.079,0.155,0,0,0.48,-,0.52,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.7,0
Mazda,All,All,1988,27.9025,23.53666,21.18067,26.9264,377.58124,419.58075,330.04778,2908.742,-,130.2241,106.7229,13.2846,0.818514,0.036448,34.41455,0.575,0.015,0.411,0.625,0.005,0.37,0,0,0.24,-,0.76,0,0,0,0,0,0,0,0,1,-,-,0,0.385,-,0,4.6,0
Mazda,All,All,1989,27.65925,23.23735,20.94005,26.43717,382.44459,424.4021,336.15544,3022.305,-,133.0165,105.8832,13.2543,0.795156,0.034829,35.1734,0.534,0.036,0.43,0.547,0.002,0.451,0,0,0.254,-,0.746,0,0,0,0,0,0,0,0,1,-,-,0,0.359,-,0,4.5,0
Mazda,All,All,1990,27.40154,22.94006,20.59115,26.151,387.4009,431.59319,339.83401,3062.714,-,132.987,114.7194,11.8247,0.871292,0.037445,35.36227,0.457,0.142,0.401,0.529,0,0.471,0,0,0.118,-,0.882,0,0,0,0,0,0,0,0,1,-,-,0,0.493,-,0,4.5,0
Mazda,All,All,1991,27.11615,22.62053,20.2523,25.78709,392.87322,438.81436,344.62979,3123.272,-,137.373,116.8874,11.9187,0.863413,0.037439,35.54359,0.491,0.175,0.334,0.495,0,0.505,0,0,0.096,-,0.904,0,0,0,0,0,0,0,0,1,-,-,0,0.478,-,0,4.5,0
Mazda,All,All,1992,27.67466,22.99353,20.53472,26.2087,386.50004,432.77912,339.08592,3143.294,-,135.206,121.6325,11.5067,0.908373,0.038499,36.16828,0.496,0.06,0.444,0.444,0,0.556,0,0,0.089,-,0.911,0,0,0,0,0,0,0,0,1,-,-,0,0.569,-,0,4.4,0
Mazda,All,All,1993,28.55458,23.64527,20.9544,27.13112,375.84685,424.11133,327.5574,3022.785,-,131.904,123.7974,10.3856,0.945257,0.040921,35.97724,0.685,0.034,0.281,0.436,0,0.564,0,0,0.064,-,0.936,0,0,0,0,0,0,0,0,1,-,-,0,0.648,-,0,4.4,0
Mazda,All,All,1994,27.53089,22.73813,20.06444,26.14169,390.84131,442.92281,339.95507,3170.292,-,144.2286,126.8063,10.3637,0.900839,0.040101,36.25289,0.518,0.135,0.347,0.419,0,0.581,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.707,-,0,4.4,0
Mazda,All,All,1995,29.50073,24.29053,21.13508,28.33013,365.86279,420.48578,313.69433,3095.546,-,126.2795,124.7291,10.7949,0.99627,0.040137,37.86879,0.766,0.064,0.17,0.297,0,0.703,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.902,-,0,4.3,0
Mazda,All,All,1996,30.27165,24.80198,21.56572,28.83551,358.31816,412.08927,308.19638,2990.636,-,120.2155,120.3402,11.3072,1.005632,0.040278,37.48107,0.823,0.021,0.157,0.282,0,0.718,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Mazda,All,All,1997,29.75482,24.28844,21.10144,28.15851,365.89422,421.156,315.60619,3003.612,-,120.233,121.05,11.2684,1.009807,0.040308,36.7099,0.831,0.025,0.144,0.262,0,0.738,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Mazda,All,All,1998,27.89255,22.6986,19.78675,26.1116,391.52189,449.13889,340.34681,3219.145,-,133.9643,128.3854,11.6068,0.979076,0.039754,36.74877,0.737,0.08,0.183,0.235,0,0.765,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.805,-,0,4.3,0
Mazda,All,All,1999,28.90039,23.36654,20.43678,26.68151,380.33011,434.85334,333.07709,3053.576,-,128.4529,129.4206,10.9835,1.032329,0.042734,35.77164,0.827,0.035,0.138,0.288,0,0.712,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.827,-,0,4.3,0
Mazda,All,All,2000,27.63773,22.28524,19.48328,25.37464,398.78421,456.13471,350.23163,3228.266,-,131.2172,137.5738,10.5754,1.061485,0.042688,36.00646,0.825,0.02,0.155,0.197,0,0.803,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.884,0,0,4.2,0
Mazda,All,All,2001,26.28821,21.191,18.36556,24.28309,419.3762,483.89497,365.97478,3337.68,-,145.3146,153.1994,9.9641,1.061175,0.045832,35.47334,0.703,0.134,0.163,0.166,0,0.834,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.906,0,0,4.3,0
Mazda,All,All,2002,27.3559,21.92359,18.98539,25.05874,405.36251,468.09674,354.6467,3287.494,-,145.1693,155.0044,9.8412,1.071836,0.046901,36.13716,0.779,0.105,0.116,0.182,0,0.818,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.944,0.09,0,4.3,0
Mazda,All,All,2003,27.40204,21.90263,18.8332,25.13976,405.75038,471.87937,353.50378,3378.792,-,152.0523,166.5837,9.3995,1.098768,0.049105,37.12378,0.783,0.097,0.12,0.212,0,0.788,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.957,0.351,0,4.5,0
Mazda,All,All,2004,26.99599,21.54839,18.37175,24.86845,412.42064,483.73169,357.3604,3392.356,-,158.2058,186.017,8.6177,1.181938,0.054778,36.76044,0.728,0.06,0.212,0.271,0,0.729,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.015,-,0,0.847,0.699,0,4.6,0
Mazda,All,All,2005,27.93384,22.09686,19.01325,25.17723,402.18392,467.41079,352.97768,3393.81,-,146.8546,175.9587,8.9829,1.254104,0.051912,37.65186,0.809,0.087,0.105,0.189,0,0.811,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.006,-,0,0.92,0.627,0,4.5,0
Mazda,All,All,2006,29.35195,23.193,19.85298,26.56446,383.17598,447.64062,334.54476,3303.049,-,143.2817,172.9889,8.8431,1.233057,0.052458,38.44613,0.815,0.065,0.12,0.25,0,0.749,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.027,-,0,0.97,0.75,0,4.9,0
Mazda,All,All,2007,28.60892,22.66345,19.32507,26.05949,392.12924,459.86897,341.02733,3441.798,-,140.2688,187.0596,8.656,1.34995,0.053982,39.09418,0.8,0.122,0.077,0.166,0,0.834,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.229,-,0,0.977,0.977,0,5.2,0
Mazda,All,All,2008,29.19291,23.0813,19.73705,26.46401,385.03037,450.26996,335.81455,3447.556,44.67016,145.3574,183.6589,8.9572,1.273535,0.052871,39.8077,0.809,0.126,0.065,0.15,0,0.849,0.001,0,0,0.136,0.864,0,0,0,0,0,0,0,0.001,0.999,0.136,-,0,0.992,0.992,0,5,0
Mazda,All,All,2009,29.344,23.22045,19.78113,26.72593,382.72305,449.26658,332.52354,3508.815,45.776,150.9113,187.2576,8.7404,1.261021,0.05288,40.81732,0.856,0.091,0.053,0.131,0,0.867,0.001,0,0,0.105,0.895,0,0,0,0,0,0,0,0.001,0.999,0.105,-,0,0.979,0.975,0,5.2,0
Mazda,All,All,2010,30.92815,24.44508,20.70172,28.30638,363.54962,429.28807,313.95745,3454.235,45.39578,149.6498,177.6314,8.9686,1.193443,0.051014,42.34142,0.89,0.083,0.027,0.119,0,0.881,0,0,0,0.054,0.946,0,0,0,0,0,0,0,0,1,0.054,-,0,0.996,0.996,0,5.3,0
Mazda,All,All,2011,31.65872,24.75829,21.15549,28.40794,358.95042,420.08012,312.83503,3393.806,45.29212,147.2335,173.2723,9.1245,1.179506,0.050341,41.94186,0.874,0.097,0.029,0.105,0,0.895,0,0,0,0.036,0.964,0,0,0,0,0,0,0,0,1,0.036,-,0,0.996,0.996,0,5.2,0
Mazda,All,All,2012,34.59507,26.81493,22.86854,30.82826,331.41985,388.61252,288.2745,3329.749,44.90033,143.0648,170.561,9.0361,1.196347,0.050778,44.97644,0.912,0.065,0.023,0.105,0,0.895,0,0,0,0.358,0.642,0,0,0,0,0,0,0,0,1,0.019,0,0,1,1,0,5.5,0
Mazda,All,All,2013,36.13107,27.79807,24.05353,31.49706,319.69849,369.46765,282.15333,3295.055,44.70774,134.2,165.4477,9.2024,1.23536,0.049823,46.1485,0.817,0.158,0.025,0.106,0,0.894,0,0,0,0.585,0.415,0,0,0,0,0,0,0,0,1,0.02,0,0,1,1,0,5.7,0
Mazda,All,All,2014,37.9138,29.0193,25.14397,32.8373,306.24447,353.44458,270.63737,3433.101,46.0392,143.9526,174.7125,8.956,1.215035,0.050736,50.1261,0.789,0.199,0.012,0.072,0,0.928,0,0,0,0.832,0.168,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5.9,0
Mazda,All,All,2015,38.13485,29.2049,25.20784,33.173,304.29829,352.5491,267.89856,3472.806,46.34634,146.1567,178.392,8.7987,1.224668,0.051414,51.07205,0.775,0.21,0.016,0.07,0,0.93,0,0,0,0.89,0.11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,0
Mazda,All,All,2016,38.79486,29.5562,25.85628,33.13286,300.68146,343.70761,268.22313,3507.121,45.99664,142.8914,176.7092,8.8958,1.238018,0.050682,51.77585,0.611,0.352,0.037,0.061,0,0.939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.055,0,0,1,1,0,6,0
Mazda,All,All,2017,37.90191,29.04931,25.11036,32.94832,305.92806,353.9176,269.72543,3568.974,45.98772,143.1064,177.5957,8.9087,1.241895,0.050042,51.73037,0.639,0.317,0.044,0.068,0,0.932,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.046,0,0,1,1,0,6,0
Mazda,All,All,2018,37.11429,28.68086,24.91199,32.37589,309.86345,356.74137,274.49941,3768.84,46.45766,148.3384,187.1961,8.8846,1.261528,0.049841,53.9741,0.635,0.349,0.017,0.043,0,0.957,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.141,0,0.506,1,1,0,6,0
Mazda,All,All,2019,35.91484,27.80803,24.41832,31.06079,319.68019,364.05052,286.20783,3831.159,46.25664,148.1691,190.7205,8.9388,1.287086,0.050046,53.21263,0.428,0.534,0.038,0.027,0,0.973,0,0,0,0.998,0,0,0,0.002,0,0,0,0,0,0.998,0.207,0,0.607,1,0.998,0,6,0
Mazda,All,All,2020,35.93963,27.55614,24.17023,30.81234,322.5053,367.68365,288.42338,3818.202,46.40721,151.3835,194.1607,8.8032,1.283745,0.051139,52.60836,0.443,0.525,0.032,0.024,0,0.976,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.199,0,0.605,1,1,0,6,0
Mercedes,All,All,1975,17.27103,14.70973,13.534,16.45708,623.74563,677.26478,558.33335,3933.828,-,205.276,123.7352,-,0.587201,0.030641,30.79652,0,0,1,0.095,0.905,0,0,0,0.269,-,0.384,0,0,0.347,0,0,0,0,0,0.653,-,-,0,-,-,-,-,0
Mercedes,All,All,1976,18.62357,15.85461,14.68386,17.56643,590.0952,635.89943,534.11226,3924.366,-,195.6039,110.4482,-,0.549966,0.027698,33.17038,0,0,1,0.053,0.947,0,0,0,0.236,-,0.269,0,0,0.495,0,0,0,0,0,0.505,-,-,0,-,-,0,3,0
Mercedes,All,All,1977,19.20071,16.31644,15.4407,17.53174,573.24155,604.83885,534.62262,3930.585,-,199.3473,116.5679,-,0.570863,0.029097,34.07121,0,0,1,0.096,0.904,0,0,0,0.027,-,0.481,0,0,0.492,0,0,0,0,0,0.508,-,-,0,-,-,-,-,0
Mercedes,All,All,1978,18.67873,15.89801,14.7354,17.59472,588.60043,633.70735,533.46974,3971.459,-,208.4554,128.4329,15.4767,0.606372,0.03192,33.82405,0,0,1,0.063,0.937,0,0,0,0.012,-,0.489,0,0,0.5,0,0,0,0,0,0.5,-,-,0,-,-,0,3.6,0
Mercedes,All,All,1979,20.47754,17.41057,16.36649,18.88286,548.03095,581.32086,507.34329,3949.518,-,203.3763,118.6649,16.5521,0.568891,0.029576,37.06539,0,0,1,0.081,0.919,0,0,0,0,-,0.347,0,0,0.653,0,0,0,0,0,0.347,-,-,0,-,-,0,3.7,0
Mercedes,All,All,1980,23.91715,20.30241,19.46444,21.43001,480.32762,500.32636,455.8847,3780.852,-,195.4661,101.5791,17.7627,0.511566,0.026632,39.3929,0,0,1,0.092,0.908,0,0,0,0,-,0.253,0,0,0.747,0,0,0,0,0,0.253,-,-,0,-,-,0,3.8,0
